"id","gender","age_grp","wave","country","response","lower","upper","age"
137,"male","20-30",1,"PH","Don't Know",20,30,21
138,"male","20-30",1,"PH","Don't Know",20,30,25
139,"male","20-30",1,"PH","No",20,30,28
140,"male","20-30",1,"PH","Yes",20,30,22
141,"male","20-30",1,"PH","Yes",20,30,20
142,"male","20-30",1,"PH","Don't Know",20,30,23
143,"male","20-30",1,"PH","Don't Know",20,30,21
144,"male","20-30",1,"PH","Yes",20,30,26
145,"male","20-30",1,"PH","No",20,30,21
146,"male","20-30",1,"PH","Yes",20,30,26
147,"male","20-30",1,"PH","Yes",20,30,28
148,"male","20-30",1,"PH","Don't Know",20,30,28
149,"male","20-30",1,"PH","Yes",20,30,28
150,"male","20-30",1,"PH","Yes",20,30,29
151,"male","20-30",1,"PH","Yes",20,30,28
152,"male","20-30",1,"PH","Yes",20,30,29
153,"male","20-30",1,"PH","Yes",20,30,21
154,"male","20-30",1,"PH","Yes",20,30,23
155,"male","20-30",1,"PH","Yes",20,30,27
156,"male","20-30",1,"PH","Yes",20,30,22
157,"male","20-30",1,"PH","Yes",20,30,21
158,"male","20-30",1,"PH","Yes",20,30,22
159,"male","20-30",1,"PH","Yes",20,30,23
160,"male","20-30",1,"PH","Yes",20,30,23
161,"male","20-30",1,"PH","Yes",20,30,23
162,"male","20-30",1,"PH","Don't Know",20,30,27
163,"male","20-30",1,"PH","Yes",20,30,23
164,"male","20-30",1,"PH","No",20,30,27
165,"male","20-30",1,"PH","Yes",20,30,26
166,"male","20-30",1,"PH","Yes",20,30,27
167,"male","20-30",1,"PH","Yes",20,30,21
168,"male","20-30",1,"PH","Don't Know",20,30,29
169,"male","20-30",1,"PH","Don't Know",20,30,26
170,"male","20-30",1,"PH","Don't Know",20,30,29
171,"male","20-30",1,"PH","No",20,30,26
172,"male","20-30",1,"PH","Yes",20,30,28
173,"male","20-30",1,"PH","Don't Know",20,30,20
174,"male","20-30",1,"PH","Yes",20,30,29
175,"male","20-30",1,"PH","No",20,30,27
176,"male","20-30",1,"PH","Yes",20,30,26
177,"male","20-30",1,"PH","Yes",20,30,24
178,"male","20-30",1,"PH","Yes",20,30,24
179,"male","20-30",1,"PH","Don't Know",20,30,24
180,"male","20-30",1,"PH","Yes",20,30,28
181,"male","20-30",1,"PH","Don't Know",20,30,24
182,"male","20-30",1,"PH","Yes",20,30,27
183,"male","20-30",1,"PH","Yes",20,30,27
184,"male","20-30",1,"PH","Don't Know",20,30,24
185,"male","20-30",1,"PH","Don't Know",20,30,20
186,"male","20-30",1,"PH","Don't Know",20,30,29
187,"male","20-30",1,"PH","Yes",20,30,20
188,"male","20-30",1,"PH","Yes",20,30,21
189,"male","20-30",1,"PH","Yes",20,30,21
190,"male","20-30",1,"PH","Yes",20,30,26
191,"male","20-30",1,"PH","Yes",20,30,20
192,"male","20-30",1,"PH","Yes",20,30,30
193,"male","20-30",1,"PH","Yes",20,30,28
194,"male","20-30",1,"PH","Yes",20,30,24
195,"male","20-30",1,"PH","Yes",20,30,22
196,"male","20-30",1,"PH","Yes",20,30,28
197,"male","20-30",1,"PH","Yes",20,30,21
198,"male","20-30",1,"PH","Yes",20,30,30
199,"male","20-30",1,"PH","Yes",20,30,26
200,"male","20-30",1,"PH","Yes",20,30,29
201,"male","20-30",1,"PH","No",20,30,21
202,"male","20-30",1,"PH","Don't Know",20,30,28
203,"male","20-30",1,"PH","Don't Know",20,30,26
204,"male","20-30",1,"PH","Yes",20,30,22
205,"male","20-30",1,"PH","Yes",20,30,22
206,"male","20-30",1,"PH","No",20,30,20
207,"male","20-30",1,"PH","No",20,30,29
208,"male","20-30",1,"PH","Don't Know",20,30,30
209,"male","20-30",1,"PH","Yes",20,30,25
210,"male","20-30",1,"PH","Yes",20,30,26
211,"male","20-30",1,"PH","Yes",20,30,22
212,"male","20-30",1,"PH","Yes",20,30,23
213,"male","20-30",1,"PH","Don't Know",20,30,20
214,"male","20-30",1,"PH","No",20,30,23
215,"male","20-30",1,"PH","Yes",20,30,20
216,"male","20-30",1,"PH","Yes",20,30,27
217,"male","20-30",1,"PH","Don't Know",20,30,27
218,"male","20-30",1,"PH","No",20,30,24
219,"male","20-30",1,"PH","Yes",20,30,23
220,"male","20-30",1,"PH","Don't Know",20,30,21
221,"male","20-30",1,"PH","Yes",20,30,29
222,"male","20-30",1,"PH","Yes",20,30,22
223,"male","20-30",1,"PH","Yes",20,30,30
224,"male","20-30",1,"PH","Yes",20,30,21
225,"male","20-30",1,"PH","Yes",20,30,24
226,"male","20-30",1,"PH","Yes",20,30,26
227,"male","20-30",1,"PH","Yes",20,30,29
228,"male","20-30",1,"PH","Yes",20,30,24
229,"male","20-30",1,"PH","Yes",20,30,20
230,"male","20-30",1,"PH","Don't Know",20,30,20
231,"male","20-30",1,"PH","Yes",20,30,23
232,"male","20-30",1,"PH","Yes",20,30,30
233,"male","20-30",1,"PH","Yes",20,30,30
234,"male","20-30",1,"PH","Yes",20,30,30
235,"male","20-30",1,"PH","Yes",20,30,21
236,"male","20-30",1,"PH","Yes",20,30,25
237,"male","20-30",1,"PH","Yes",20,30,29
238,"male","20-30",1,"PH","Yes",20,30,29
239,"male","20-30",1,"PH","Yes",20,30,26
240,"male","20-30",1,"PH","Yes",20,30,30
241,"male","20-30",1,"PH","Yes",20,30,24
242,"male","20-30",1,"PH","Yes",20,30,23
243,"male","20-30",1,"PH","Don't Know",20,30,28
244,"male","20-30",1,"PH","Yes",20,30,20
245,"male","20-30",1,"PH","Yes",20,30,23
246,"male","20-30",1,"PH","Don't Know",20,30,29
247,"male","20-30",1,"PH","Yes",20,30,24
248,"male","20-30",1,"PH","Yes",20,30,23
249,"male","20-30",1,"PH","Yes",20,30,27
250,"male","20-30",1,"PH","Yes",20,30,25
251,"male","20-30",1,"PH","Yes",20,30,26
252,"male","20-30",1,"PH","Yes",20,30,25
253,"male","20-30",1,"PH","Yes",20,30,26
254,"male","20-30",1,"PH","No",20,30,24
255,"male","20-30",1,"PH","Yes",20,30,30
256,"male","20-30",1,"PH","Yes",20,30,21
257,"male","20-30",1,"PH","Yes",20,30,28
258,"male","20-30",1,"PH","Yes",20,30,28
259,"male","20-30",1,"PH","Don't Know",20,30,30
260,"male","20-30",1,"PH","Don't Know",20,30,24
261,"male","20-30",1,"PH","Yes",20,30,26
262,"male","20-30",1,"PH","Don't Know",20,30,23
263,"male","20-30",1,"PH","Yes",20,30,21
264,"male","20-30",1,"PH","Yes",20,30,29
265,"male","20-30",1,"PH","Yes",20,30,22
266,"male","20-30",1,"PH","Yes",20,30,24
267,"male","20-30",1,"PH","Yes",20,30,24
268,"male","20-30",1,"PH","Yes",20,30,20
269,"male","20-30",1,"PH","Yes",20,30,30
270,"male","20-30",1,"PH","No",20,30,24
271,"female","20-30",1,"PH","Yes",20,30,20
272,"female","20-30",1,"PH","Yes",20,30,23
273,"female","20-30",1,"PH","No",20,30,27
274,"female","20-30",1,"PH","Don't Know",20,30,28
275,"female","20-30",1,"PH","Yes",20,30,21
276,"female","20-30",1,"PH","No",20,30,24
277,"female","20-30",1,"PH","Yes",20,30,30
278,"female","20-30",1,"PH","Yes",20,30,22
279,"female","20-30",1,"PH","Yes",20,30,27
280,"female","20-30",1,"PH","No",20,30,29
281,"female","20-30",1,"PH","No",20,30,20
282,"female","20-30",1,"PH","Yes",20,30,24
283,"female","20-30",1,"PH","Yes",20,30,30
284,"female","20-30",1,"PH","Don't Know",20,30,27
285,"female","20-30",1,"PH","Don't Know",20,30,23
286,"female","20-30",1,"PH","Yes",20,30,25
287,"female","20-30",1,"PH","Don't Know",20,30,25
288,"female","20-30",1,"PH","Yes",20,30,22
289,"female","20-30",1,"PH","Yes",20,30,23
290,"female","20-30",1,"PH","Yes",20,30,29
291,"female","20-30",1,"PH","No",20,30,21
292,"female","20-30",1,"PH","Yes",20,30,26
293,"female","20-30",1,"PH","Don't Know",20,30,28
294,"female","20-30",1,"PH","Don't Know",20,30,29
295,"female","20-30",1,"PH","Don't Know",20,30,27
296,"female","20-30",1,"PH","No",20,30,21
297,"female","20-30",1,"PH","Yes",20,30,23
298,"female","20-30",1,"PH","Yes",20,30,22
299,"female","20-30",1,"PH","Yes",20,30,23
300,"female","20-30",1,"PH","No",20,30,22
301,"female","20-30",1,"PH","Don't Know",20,30,25
302,"female","20-30",1,"PH","Yes",20,30,23
303,"female","20-30",1,"PH","Yes",20,30,23
304,"female","20-30",1,"PH","Yes",20,30,22
305,"female","20-30",1,"PH","Yes",20,30,27
306,"female","20-30",1,"PH","No",20,30,29
307,"female","20-30",1,"PH","Yes",20,30,24
308,"female","20-30",1,"PH","Don't Know",20,30,30
309,"female","20-30",1,"PH","Yes",20,30,30
310,"female","20-30",1,"PH","Don't Know",20,30,22
311,"female","20-30",1,"PH","Yes",20,30,20
312,"female","20-30",1,"PH","Yes",20,30,24
313,"female","20-30",1,"PH","Don't Know",20,30,22
314,"female","20-30",1,"PH","Yes",20,30,27
315,"female","20-30",1,"PH","Don't Know",20,30,25
316,"female","20-30",1,"PH","Don't Know",20,30,23
317,"female","20-30",1,"PH","Yes",20,30,24
318,"female","20-30",1,"PH","Don't Know",20,30,25
319,"female","20-30",1,"PH","Yes",20,30,24
320,"female","20-30",1,"PH","No",20,30,25
321,"female","20-30",1,"PH","Yes",20,30,28
322,"female","20-30",1,"PH","Yes",20,30,24
323,"female","20-30",1,"PH","No",20,30,27
324,"female","20-30",1,"PH","No",20,30,23
325,"female","20-30",1,"PH","No",20,30,24
326,"female","20-30",1,"PH","Yes",20,30,21
327,"female","20-30",1,"PH","Yes",20,30,23
328,"female","20-30",1,"PH","Yes",20,30,28
329,"female","20-30",1,"PH","Don't Know",20,30,30
330,"female","20-30",1,"PH","Yes",20,30,20
331,"female","20-30",1,"PH","Yes",20,30,27
332,"female","20-30",1,"PH","Yes",20,30,26
333,"female","20-30",1,"PH","No",20,30,26
334,"female","20-30",1,"PH","Yes",20,30,30
335,"female","20-30",1,"PH","No",20,30,26
336,"female","20-30",1,"PH","Don't Know",20,30,28
337,"female","20-30",1,"PH","Don't Know",20,30,23
338,"female","20-30",1,"PH","No",20,30,28
339,"female","20-30",1,"PH","Don't Know",20,30,25
340,"female","20-30",1,"PH","Yes",20,30,24
341,"female","20-30",1,"PH","Don't Know",20,30,27
342,"female","20-30",1,"PH","Yes",20,30,21
343,"female","20-30",1,"PH","Yes",20,30,29
344,"female","20-30",1,"PH","Yes",20,30,28
345,"female","20-30",1,"PH","Don't Know",20,30,25
346,"female","20-30",1,"PH","Yes",20,30,25
347,"female","20-30",1,"PH","Yes",20,30,23
348,"female","20-30",1,"PH","Don't Know",20,30,24
349,"female","20-30",1,"PH","Yes",20,30,29
350,"female","20-30",1,"PH","Yes",20,30,25
351,"female","20-30",1,"PH","Yes",20,30,25
352,"female","20-30",1,"PH","Yes",20,30,30
353,"female","20-30",1,"PH","Yes",20,30,24
354,"female","20-30",1,"PH","No",20,30,25
355,"female","20-30",1,"PH","No",20,30,23
356,"female","20-30",1,"PH","Yes",20,30,27
357,"female","20-30",1,"PH","Yes",20,30,20
358,"female","20-30",1,"PH","Yes",20,30,22
359,"female","20-30",1,"PH","Yes",20,30,20
360,"female","20-30",1,"PH","No",20,30,25
361,"female","20-30",1,"PH","Yes",20,30,27
362,"female","20-30",1,"PH","Yes",20,30,21
363,"female","20-30",1,"PH","Don't Know",20,30,21
364,"female","20-30",1,"PH","Don't Know",20,30,23
365,"female","20-30",1,"PH","Don't Know",20,30,29
366,"female","20-30",1,"PH","Don't Know",20,30,24
367,"female","20-30",1,"PH","Yes",20,30,24
368,"female","20-30",1,"PH","Don't Know",20,30,24
369,"female","20-30",1,"PH","Don't Know",20,30,29
370,"female","20-30",1,"PH","No",20,30,21
371,"female","20-30",1,"PH","Don't Know",20,30,21
372,"female","20-30",1,"PH","Don't Know",20,30,29
373,"female","20-30",1,"PH","Yes",20,30,22
374,"female","20-30",1,"PH","Don't Know",20,30,25
375,"female","20-30",1,"PH","Yes",20,30,29
376,"female","20-30",1,"PH","No",20,30,21
377,"female","20-30",1,"PH","Yes",20,30,21
378,"female","20-30",1,"PH","Don't Know",20,30,23
379,"female","20-30",1,"PH","Yes",20,30,27
380,"female","20-30",1,"PH","Don't Know",20,30,26
381,"female","20-30",1,"PH","Don't Know",20,30,22
382,"female","20-30",1,"PH","Yes",20,30,20
383,"female","20-30",1,"PH","No",20,30,28
384,"female","20-30",1,"PH","No",20,30,21
385,"female","20-30",1,"PH","Yes",20,30,25
386,"female","20-30",1,"PH","Don't Know",20,30,23
387,"female","20-30",1,"PH","Yes",20,30,25
388,"female","20-30",1,"PH","Yes",20,30,22
389,"female","20-30",1,"PH","Yes",20,30,20
390,"female","20-30",1,"PH","Don't Know",20,30,23
391,"female","20-30",1,"PH","Yes",20,30,26
392,"female","20-30",1,"PH","Yes",20,30,20
393,"female","20-30",1,"PH","Yes",20,30,28
394,"female","20-30",1,"PH","No",20,30,23
395,"female","20-30",1,"PH","Don't Know",20,30,27
396,"female","20-30",1,"PH","Yes",20,30,24
397,"female","20-30",1,"PH","Don't Know",20,30,20
398,"female","20-30",1,"PH","Yes",20,30,21
399,"female","20-30",1,"PH","Yes",20,30,21
400,"female","20-30",1,"PH","Yes",20,30,24
401,"female","20-30",1,"PH","Yes",20,30,27
402,"female","20-30",1,"PH","Yes",20,30,28
403,"female","20-30",1,"PH","Yes",20,30,26
404,"female","20-30",1,"PH","Yes",20,30,21
405,"female","20-30",1,"PH","Yes",20,30,27
406,"female","20-30",1,"PH","Yes",20,30,29
407,"female","20-30",1,"PH","Don't Know",20,30,29
408,"female","20-30",1,"PH","Don't Know",20,30,24
409,"female","20-30",1,"PH","Yes",20,30,20
410,"female","20-30",1,"PH","Yes",20,30,28
411,"female","20-30",1,"PH","Yes",20,30,28
412,"female","20-30",1,"PH","Yes",20,30,27
413,"female","20-30",1,"PH","Yes",20,30,28
414,"female","20-30",1,"PH","Yes",20,30,28
415,"female","20-30",1,"PH","Don't Know",20,30,27
416,"female","20-30",1,"PH","Yes",20,30,22
417,"female","20-30",1,"PH","Yes",20,30,28
418,"female","20-30",1,"PH","Don't Know",20,30,25
419,"female","20-30",1,"PH","Yes",20,30,20
420,"female","20-30",1,"PH","Yes",20,30,26
421,"female","20-30",1,"PH","Yes",20,30,27
422,"female","20-30",1,"PH","No",20,30,30
423,"female","20-30",1,"PH","Don't Know",20,30,26
424,"female","20-30",1,"PH","Yes",20,30,28
425,"female","20-30",1,"PH","Yes",20,30,25
426,"female","20-30",1,"PH","Don't Know",20,30,22
427,"female","20-30",1,"PH","Yes",20,30,30
428,"female","20-30",1,"PH","Don't Know",20,30,22
429,"female","20-30",1,"PH","Yes",20,30,28
430,"female","20-30",1,"PH","Yes",20,30,20
431,"female","20-30",1,"PH","Yes",20,30,27
432,"female","20-30",1,"PH","Yes",20,30,30
433,"female","20-30",1,"PH","Yes",20,30,27
434,"female","20-30",1,"PH","Don't Know",20,30,22
435,"female","20-30",1,"PH","Don't Know",20,30,22
436,"female","20-30",1,"PH","Yes",20,30,24
437,"female","20-30",1,"PH","Yes",20,30,20
438,"female","20-30",1,"PH","Don't Know",20,30,30
439,"female","20-30",1,"PH","Yes",20,30,27
440,"female","20-30",1,"PH","No",20,30,30
441,"female","20-30",1,"PH","Don't Know",20,30,25
442,"female","20-30",1,"PH","Yes",20,30,26
443,"female","20-30",1,"PH","Yes",20,30,24
444,"female","20-30",1,"PH","No",20,30,29
445,"female","20-30",1,"PH","Yes",20,30,20
446,"female","20-30",1,"PH","Don't Know",20,30,27
447,"female","20-30",1,"PH","Yes",20,30,23
448,"female","20-30",1,"PH","Yes",20,30,20
449,"female","20-30",1,"PH","Yes",20,30,21
450,"female","20-30",1,"PH","No",20,30,20
451,"female","20-30",1,"PH","No",20,30,20
452,"female","20-30",1,"PH","Yes",20,30,27
453,"female","20-30",1,"PH","Yes",20,30,20
454,"female","20-30",1,"PH","Yes",20,30,26
455,"female","20-30",1,"PH","No",20,30,29
456,"female","20-30",1,"PH","Yes",20,30,26
457,"female","20-30",1,"PH","Yes",20,30,25
458,"female","20-30",1,"PH","Yes",20,30,26
459,"female","20-30",1,"PH","Yes",20,30,25
460,"female","20-30",1,"PH","Don't Know",20,30,24
461,"female","20-30",1,"PH","Yes",20,30,22
462,"female","20-30",1,"PH","Yes",20,30,21
463,"female","20-30",1,"PH","Yes",20,30,21
464,"female","20-30",1,"PH","Yes",20,30,26
465,"female","20-30",1,"PH","Yes",20,30,27
466,"female","20-30",1,"PH","Yes",20,30,23
467,"female","20-30",1,"PH","Yes",20,30,28
468,"female","20-30",1,"PH","Yes",20,30,27
469,"female","20-30",1,"PH","No",20,30,26
470,"female","20-30",1,"PH","Yes",20,30,27
471,"female","20-30",1,"PH","Yes",20,30,29
472,"female","20-30",1,"PH","Yes",20,30,29
473,"female","20-30",1,"PH","Yes",20,30,21
474,"female","20-30",1,"PH","Yes",20,30,28
475,"female","20-30",1,"PH","Yes",20,30,29
476,"female","20-30",1,"PH","Yes",20,30,23
477,"female","20-30",1,"PH","Yes",20,30,25
478,"female","20-30",1,"PH","Don't Know",20,30,22
479,"female","20-30",1,"PH","Don't Know",20,30,23
480,"female","20-30",1,"PH","Yes",20,30,29
481,"female","20-30",1,"PH","No",20,30,28
482,"female","20-30",1,"PH","Yes",20,30,25
483,"female","20-30",1,"PH","No",20,30,23
484,"female","20-30",1,"PH","Don't Know",20,30,20
485,"female","20-30",1,"PH","Yes",20,30,20
486,"female","20-30",1,"PH","Don't Know",20,30,27
487,"female","20-30",1,"PH","Don't Know",20,30,21
488,"female","20-30",1,"PH","Don't Know",20,30,25
489,"female","20-30",1,"PH","Don't Know",20,30,28
490,"female","20-30",1,"PH","Yes",20,30,23
491,"female","20-30",1,"PH","Yes",20,30,27
492,"female","20-30",1,"PH","Yes",20,30,29
493,"female","20-30",1,"PH","Yes",20,30,29
494,"female","20-30",1,"PH","Yes",20,30,28
495,"female","20-30",1,"PH","Yes",20,30,24
496,"female","20-30",1,"PH","No",20,30,27
497,"female","20-30",1,"PH","Yes",20,30,30
498,"female","20-30",1,"PH","Yes",20,30,23
499,"female","20-30",1,"PH","Yes",20,30,27
500,"female","20-30",1,"PH","Don't Know",20,30,28
501,"female","20-30",1,"PH","Yes",20,30,25
502,"female","20-30",1,"PH","Yes",20,30,21
503,"female","20-30",1,"PH","Yes",20,30,26
504,"female","20-30",1,"PH","No",20,30,22
505,"female","20-30",1,"PH","Yes",20,30,22
506,"female","20-30",1,"PH","Yes",20,30,26
507,"female","20-30",1,"PH","Yes",20,30,29
508,"female","20-30",1,"PH","Yes",20,30,26
509,"female","20-30",1,"PH","Yes",20,30,21
510,"female","20-30",1,"PH","Yes",20,30,21
511,"female","20-30",1,"PH","Yes",20,30,26
512,"female","20-30",1,"PH","No",20,30,30
513,"female","20-30",1,"PH","Yes",20,30,27
514,"female","20-30",1,"PH","Don't Know",20,30,21
515,"female","20-30",1,"PH","No",20,30,21
516,"female","20-30",1,"PH","Don't Know",20,30,29
517,"female","20-30",1,"PH","Yes",20,30,24
518,"female","20-30",1,"PH","Yes",20,30,22
519,"female","20-30",1,"PH","Yes",20,30,26
520,"female","20-30",1,"PH","No",20,30,29
521,"female","20-30",1,"PH","No",20,30,20
522,"female","20-30",1,"PH","Don't Know",20,30,20
523,"female","20-30",1,"PH","No",20,30,27
524,"female","20-30",1,"PH","Don't Know",20,30,24
525,"female","20-30",1,"PH","No",20,30,24
526,"female","20-30",1,"PH","Yes",20,30,25
527,"female","20-30",1,"PH","No",20,30,26
528,"female","20-30",1,"PH","Yes",20,30,25
529,"female","20-30",1,"PH","Yes",20,30,23
530,"female","20-30",1,"PH","Yes",20,30,28
531,"female","20-30",1,"PH","Yes",20,30,21
532,"female","20-30",1,"PH","Yes",20,30,20
533,"female","20-30",1,"PH","Yes",20,30,23
534,"female","20-30",1,"PH","Yes",20,30,22
535,"female","20-30",1,"PH","Don't Know",20,30,28
536,"female","20-30",1,"PH","No",20,30,26
537,"female","20-30",1,"PH","Yes",20,30,27
538,"female","20-30",1,"PH","Don't Know",20,30,25
539,"female","20-30",1,"PH","Don't Know",20,30,24
540,"female","20-30",1,"PH","Yes",20,30,23
541,"female","20-30",1,"PH","Yes",20,30,26
542,"female","20-30",1,"PH","Yes",20,30,20
543,"female","20-30",1,"PH","Yes",20,30,24
544,"female","20-30",1,"PH","Yes",20,30,30
545,"female","20-30",1,"PH","No",20,30,22
546,"female","20-30",1,"PH","Yes",20,30,30
547,"female","20-30",1,"PH","Yes",20,30,20
548,"female","20-30",1,"PH","Yes",20,30,21
549,"female","20-30",1,"PH","Yes",20,30,20
550,"female","20-30",1,"PH","Yes",20,30,22
551,"female","20-30",1,"PH","Yes",20,30,26
552,"female","20-30",1,"PH","No",20,30,26
553,"female","20-30",1,"PH","No",20,30,24
554,"female","20-30",1,"PH","Yes",20,30,26
