id,gender,age_grp,wave,country,lower,upper,age,norm_raw,vaccine_norm
44,female,20-30,9,PH,20,30,27,64.77860273,65
45,female,20-30,9,PH,20,30,26,33.46412614,33
46,female,20-30,9,PH,20,30,24,46.08973453,46
47,female,20-30,9,PH,20,30,20,29.56413519,30
48,female,20-30,9,PH,20,30,22,84.4199541,84
49,female,20-30,9,PH,20,30,28,47.41866249,47
50,female,20-30,9,PH,20,30,21,56.91919885,57
51,female,20-30,9,PH,20,30,24,71.55318054,72
52,female,20-30,9,PH,20,30,22,91.84576039,92
53,female,20-30,9,PH,20,30,30,62.4242219,62
54,female,20-30,9,PH,20,30,21,58.41955573,58
55,female,20-30,9,PH,20,30,24,34.46118192,34
56,female,20-30,9,PH,20,30,28,50.64304523,51
57,female,20-30,9,PH,20,30,24,47.72436116,48
58,female,20-30,9,PH,20,30,30,56.11006364,56
59,female,20-30,9,PH,20,30,28,71.90980752,72
60,female,20-30,9,PH,20,30,23,69.57239313,70
61,female,20-30,9,PH,20,30,29,60.18770024,60
62,female,20-30,9,PH,20,30,24,55.22401059,55
63,female,20-30,9,PH,20,30,25,58.98715762,59
64,female,20-30,9,PH,20,30,23,78.6226506,79
65,female,20-30,9,PH,20,30,23,51.25840061,51
66,female,20-30,9,PH,20,30,29,34.04739647,34
67,female,20-30,9,PH,20,30,30,48.45921934,48
68,female,20-30,9,PH,20,30,24,63.64341224,64
69,female,20-30,9,PH,20,30,21,78.09899096,78
70,female,20-30,9,PH,20,30,26,84.05948899,84
71,female,20-30,9,PH,20,30,30,81.77641537,82
72,female,20-30,9,PH,20,30,21,76.40093553,76
73,female,20-30,9,PH,20,30,28,34.19074482,34
74,female,20-30,9,PH,20,30,30,83.81471328,84
75,female,20-30,9,PH,20,30,20,79.97503668,80
76,female,20-30,9,PH,20,30,21,66.16401172,66
77,female,20-30,9,PH,20,30,27,81.95866719,82
78,female,20-30,9,PH,20,30,23,96.2397161,96
79,female,20-30,9,PH,20,30,25,45.46067922,45
80,female,20-30,9,PH,20,30,28,83.903273,84
81,female,20-30,9,PH,20,30,22,46.76061156,47
82,female,20-30,9,PH,20,30,27,36.37866574,36
83,female,20-30,9,PH,20,30,27,45.494123,45
84,female,20-30,9,PH,20,30,24,86.00315824,86
85,female,20-30,9,PH,20,30,22,79.68829448,80
86,female,20-30,9,PH,20,30,21,83.90178544,84
87,female,20-30,9,PH,20,30,26,44.96592749,45
88,female,20-30,9,PH,20,30,30,69.07157192,69
89,female,20-30,9,PH,20,30,20,81.67480002,82
90,female,20-30,9,PH,20,30,28,40.66917447,41
91,female,20-30,9,PH,20,30,26,75.6274234,76
92,female,20-30,9,PH,20,30,30,50.72686072,51
93,female,20-30,9,PH,20,30,24,44.85492645,45
94,female,20-30,9,PH,20,30,23,74.11674311,74
95,female,20-30,9,PH,20,30,25,38.09895552,38
96,female,20-30,9,PH,20,30,23,57.33709713,57
97,female,20-30,9,PH,20,30,27,76.16796739,76
98,female,20-30,9,PH,20,30,23,45.01938489,45
99,female,20-30,9,PH,20,30,20,59.47624315,59
100,female,20-30,9,PH,20,30,29,65.14311026,65
101,female,20-30,9,PH,20,30,28,54.99762622,55
102,female,20-30,9,PH,20,30,20,89.38808663,89
103,female,20-30,9,PH,20,30,29,66.86898732,67
104,female,20-30,9,PH,20,30,27,70.1279928,70
105,female,20-30,9,PH,20,30,27,48.95417889,49
106,female,20-30,9,PH,20,30,23,61.36568157,61
107,female,20-30,9,PH,20,30,23,71.14445887,71
108,female,20-30,9,PH,20,30,21,60.14179202,60
109,female,20-30,9,PH,20,30,23,46.60047787,47
110,female,20-30,9,PH,20,30,20,112.405967,100
111,female,20-30,9,PH,20,30,23,63.48358005,63
112,female,20-30,9,PH,20,30,20,58.73886721,59
113,female,20-30,9,PH,20,30,30,76.53997648,77
114,female,20-30,9,PH,20,30,26,76.71534787,77
115,female,20-30,9,PH,20,30,29,102.2133865,100
116,female,20-30,9,PH,20,30,28,74.55124027,75
117,female,20-30,9,PH,20,30,30,77.61482113,78
118,female,20-30,9,PH,20,30,30,68.30420959,68
119,female,20-30,9,PH,20,30,28,78.3774968,78
120,female,20-30,9,PH,20,30,20,100.7508072,100
121,female,20-30,9,PH,20,30,21,73.49105543,73
122,female,20-30,9,PH,20,30,24,57.13618482,57
123,female,20-30,9,PH,20,30,25,61.35985076,61
124,female,20-30,9,PH,20,30,22,70.01801638,70
125,female,20-30,9,PH,20,30,23,52.3830587,52
126,female,20-30,9,PH,20,30,28,95.83569534,96
127,female,20-30,9,PH,20,30,26,61.30168517,61
128,female,20-30,9,PH,20,30,20,85.94918968,86
129,female,20-30,9,PH,20,30,23,65.50843379,66
130,female,20-30,9,PH,20,30,24,102.4399574,100
131,female,20-30,9,PH,20,30,23,57.42243264,57
132,female,20-30,9,PH,20,30,21,57.18054173,57
133,female,20-30,9,PH,20,30,21,66.16144772,66
134,female,20-30,9,PH,20,30,30,53.18588829,53
135,female,20-30,9,PH,20,30,23,73.41688365,73
136,female,20-30,9,PH,20,30,27,33.54476602,34
137,female,20-30,9,PH,20,30,21,73.28087895,73
138,female,20-30,9,PH,20,30,20,54.28576216,54
139,female,20-30,9,PH,20,30,24,69.63715664,70
140,female,20-30,9,PH,20,30,27,84.94877412,85
141,female,20-30,9,PH,20,30,30,46.92945143,47
142,female,20-30,9,PH,20,30,28,33.45596168,33
143,female,20-30,9,PH,20,30,26,59.71637501,60
144,female,20-30,9,PH,20,30,23,86.95249652,87
145,female,20-30,9,PH,20,30,21,79.65875568,80
146,female,20-30,9,PH,20,30,25,56.49965532,56
147,female,20-30,9,PH,20,30,22,58.39924386,58
148,female,20-30,9,PH,20,30,20,67.46998287,67
149,female,20-30,9,PH,20,30,25,65.75946437,66
150,female,20-30,9,PH,20,30,21,79.93542819,80
151,female,20-30,9,PH,20,30,24,54.39305003,54
152,female,20-30,9,PH,20,30,21,97.21188651,97
153,female,20-30,9,PH,20,30,29,68.62540673,69
154,female,20-30,9,PH,20,30,21,28.32287374,28
155,female,20-30,9,PH,20,30,30,53.34514054,53
156,female,20-30,9,PH,20,30,28,72.47089084,72
157,female,20-30,9,PH,20,30,22,46.82903849,47
158,female,20-30,9,PH,20,30,22,89.5138647,90
159,female,20-30,9,PH,20,30,24,53.84619044,54
160,female,20-30,9,PH,20,30,28,61.06014655,61
161,female,20-30,9,PH,20,30,23,86.44345824,86
162,female,20-30,9,PH,20,30,20,49.58249362,50
163,female,20-30,9,PH,20,30,23,50.61581098,51
164,female,20-30,9,PH,20,30,21,74.5225725,75
165,female,20-30,9,PH,20,30,20,63.26034191,63
166,female,20-30,9,PH,20,30,23,71.92378883,72
167,female,20-30,9,PH,20,30,23,68.87789277,69
168,female,20-30,9,PH,20,30,30,60.90566856,61
169,female,20-30,9,PH,20,30,25,41.6815969,42
170,female,20-30,9,PH,20,30,28,95.87765427,96
171,female,20-30,9,PH,20,30,30,58.96036277,59
172,female,20-30,9,PH,20,30,24,48.0474124,48
173,female,20-30,9,PH,20,30,23,53.67041579,54
174,female,20-30,9,PH,20,30,27,81.12158449,81
175,female,20-30,9,PH,20,30,30,77.39855631,77
176,female,20-30,9,PH,20,30,27,55.26199973,55
177,female,20-30,9,PH,20,30,20,38.7952426,39
178,female,20-30,9,PH,20,30,26,48.59365896,49
179,female,20-30,9,PH,20,30,24,34.74891466,35
180,female,20-30,9,PH,20,30,25,81.47147462,81
181,female,20-30,9,PH,20,30,26,35.78620994,36
182,female,20-30,9,PH,20,30,24,64.06246686,64
183,female,20-30,9,PH,20,30,30,52.443463,52
184,female,20-30,9,PH,20,30,28,55.48424507,55
185,female,20-30,9,PH,20,30,29,75.57904818,76
186,female,20-30,9,PH,20,30,25,40.93795591,41
187,female,20-30,9,PH,20,30,28,51.15117486,51
188,female,20-30,9,PH,20,30,22,83.55548037,84
189,female,20-30,9,PH,20,30,26,65.73369881,66
190,female,20-30,9,PH,20,30,28,33.84737535,34
191,female,20-30,9,PH,20,30,27,33.04805488,33
192,female,20-30,9,PH,20,30,28,36.78081503,37
193,female,20-30,9,PH,20,30,26,85.83240353,86
194,female,20-30,9,PH,20,30,30,69.13935188,69
195,female,20-30,9,PH,20,30,23,75.53718393,76
196,female,20-30,9,PH,20,30,28,65.41040721,65
197,female,20-30,9,PH,20,30,20,45.15963102,45
198,female,20-30,9,PH,20,30,30,64.77715227,65
199,female,20-30,9,PH,20,30,28,80.21038028,80
200,female,20-30,9,PH,20,30,20,42.42934966,42
201,female,20-30,9,PH,20,30,24,71.06335579,71
202,female,20-30,9,PH,20,30,28,59.12908433,59
203,female,20-30,9,PH,20,30,22,24.82947565,25
204,female,20-30,9,PH,20,30,27,86.20325383,86
205,female,20-30,9,PH,20,30,28,70.24113853,70
206,female,20-30,9,PH,20,30,21,53.39657951,53
207,female,20-30,9,PH,20,30,21,75.4960778,75
208,female,20-30,9,PH,20,30,25,56.31993912,56
209,female,20-30,9,PH,20,30,25,48.03841639,48
210,female,20-30,9,PH,20,30,27,51.34992346,51
211,female,20-30,9,PH,20,30,27,42.35225821,42
212,female,20-30,9,PH,20,30,23,80.94575802,81
213,female,20-30,9,PH,20,30,28,51.52115134,52
214,female,20-30,9,PH,20,30,21,67.90031776,68
215,female,20-30,9,PH,20,30,25,42.99859878,43
216,female,20-30,9,PH,20,30,30,48.40181439,48
217,female,20-30,9,PH,20,30,21,63.58279509,64
218,female,20-30,9,PH,20,30,23,38.94945051,39
219,female,20-30,9,PH,20,30,20,63.75549681,64
220,female,20-30,9,PH,20,30,26,65.9774671,66
221,female,20-30,9,PH,20,30,20,45.56252259,46
222,female,20-30,9,PH,20,30,23,61.72319595,62
223,female,20-30,9,PH,20,30,24,72.39899359,72
224,female,20-30,9,PH,20,30,21,57.12941036,57
225,female,20-30,9,PH,20,30,29,127.0119249,100
226,female,20-30,9,PH,20,30,29,28.10841469,28
227,female,20-30,9,PH,20,30,20,47.70602097,48
228,female,20-30,9,PH,20,30,25,67.94202509,68
229,female,20-30,9,PH,20,30,27,26.12136621,26
230,female,20-30,9,PH,20,30,28,51.10236468,51
231,female,20-30,9,PH,20,30,28,72.13284217,72
232,female,20-30,9,PH,20,30,24,56.77989724,57
233,female,20-30,9,PH,20,30,30,57.62118334,58
234,female,20-30,9,PH,20,30,23,70.93719718,71
235,female,20-30,9,PH,20,30,26,37.77968567,38
236,female,20-30,9,PH,20,30,28,67.01914033,67
237,female,20-30,9,PH,20,30,29,82.40227956,82
238,female,20-30,9,PH,20,30,23,38.87797914,39
239,female,20-30,9,PH,20,30,20,65.77523709,66
240,female,20-30,9,PH,20,30,29,60.53232097,61
241,female,20-30,9,PH,20,30,28,61.86644042,62
242,female,20-30,9,PH,20,30,30,52.70466661,53
243,female,20-30,9,PH,20,30,24,50.15209571,50
244,female,20-30,9,PH,20,30,21,42.31893267,42
245,female,20-30,9,PH,20,30,27,57.09242506,57
246,female,20-30,9,PH,20,30,27,63.67102783,64
247,female,20-30,9,PH,20,30,21,80.24238598,80
248,female,20-30,9,PH,20,30,24,70.57442082,71
249,female,20-30,9,PH,20,30,21,67.81621713,68
250,female,20-30,9,PH,20,30,26,62.90379262,63
251,female,20-30,9,PH,20,30,29,78.36508663,78
252,female,20-30,9,PH,20,30,25,27.06968851,27
253,female,20-30,9,PH,20,30,21,63.94789539,64
254,female,20-30,9,PH,20,30,29,59.25942649,59
255,female,20-30,9,PH,20,30,29,65.09277224,65
256,female,20-30,9,PH,20,30,23,70.825525,71
257,female,20-30,9,PH,20,30,27,55.82881699,56
258,female,20-30,9,PH,20,30,22,60.30769429,60
259,female,20-30,9,PH,20,30,22,69.49653144,69
260,female,20-30,9,PH,20,30,30,74.80844533,75
261,female,20-30,9,PH,20,30,28,13.37783142,13
262,female,20-30,9,PH,20,30,29,63.55688043,64
263,female,20-30,9,PH,20,30,29,81.11343309,81
264,female,20-30,9,PH,20,30,24,95.32339075,95
265,male,20-30,9,PH,20,30,25,76.09028467,76
266,male,20-30,9,PH,20,30,25,33.926034,34
267,male,20-30,9,PH,20,30,26,77.41726064,77
268,male,20-30,9,PH,20,30,28,66.86292169,67
269,male,20-30,9,PH,20,30,28,73.40528823,73
270,male,20-30,9,PH,20,30,26,27.78565237,28
271,male,20-30,9,PH,20,30,20,37.60374861,38
272,male,20-30,9,PH,20,30,25,58.98781639,59
273,male,20-30,9,PH,20,30,28,93.59281236,94
274,male,20-30,9,PH,20,30,24,86.15565707,86
275,male,20-30,9,PH,20,30,25,54.8287702,55
276,male,20-30,9,PH,20,30,24,95.18859586,95
277,male,20-30,9,PH,20,30,26,69.52669307,70
278,male,20-30,9,PH,20,30,23,63.88439799,64
279,male,20-30,9,PH,20,30,25,107.5456876,100
280,male,20-30,9,PH,20,30,27,49.04799574,49
281,male,20-30,9,PH,20,30,20,82.96485625,83
282,male,20-30,9,PH,20,30,26,70.48929129,70
283,male,20-30,9,PH,20,30,22,77.07257786,77
284,male,20-30,9,PH,20,30,21,47.97131231,48
285,male,20-30,9,PH,20,30,22,70.14500081,70
286,male,20-30,9,PH,20,30,22,62.54740504,63
287,male,20-30,9,PH,20,30,21,57.94257111,58
288,male,20-30,9,PH,20,30,26,55.92631054,56
289,male,20-30,9,PH,20,30,23,78.07404573,78
290,male,20-30,9,PH,20,30,21,55.54698769,56
291,male,20-30,9,PH,20,30,25,64.13847524,64
292,male,20-30,9,PH,20,30,20,113.2676224,100
293,male,20-30,9,PH,20,30,21,76.45614968,76
294,male,20-30,9,PH,20,30,24,46.70323842,47
295,male,20-30,9,PH,20,30,26,67.88926383,68
296,male,20-30,9,PH,20,30,24,62.5923945,63
297,male,20-30,9,PH,20,30,20,66.4551714,66
298,male,20-30,9,PH,20,30,30,60.01869028,60
299,male,20-30,9,PH,20,30,30,53.67293526,54
300,male,20-30,9,PH,20,30,26,25.16089251,25
301,male,20-30,9,PH,20,30,27,107.5930902,100
302,male,20-30,9,PH,20,30,23,73.74834628,74
303,male,20-30,9,PH,20,30,22,61.28791138,61
304,male,20-30,9,PH,20,30,26,72.97709327,73
305,male,20-30,9,PH,20,30,28,36.13926049,36
306,male,20-30,9,PH,20,30,29,49.55512115,50
307,male,20-30,9,PH,20,30,26,37.06240291,37
308,male,20-30,9,PH,20,30,21,55.71925245,56
309,male,20-30,9,PH,20,30,23,76.5962543,77
310,male,20-30,9,PH,20,30,20,57.31812856,57
311,male,20-30,9,PH,20,30,29,60.91474507,61
312,male,20-30,9,PH,20,30,20,52.12920903,52
313,male,20-30,9,PH,20,30,21,64.00582137,64
314,male,20-30,9,PH,20,30,24,73.08819703,73
315,male,20-30,9,PH,20,30,22,118.8214943,100
316,male,20-30,9,PH,20,30,22,54.6454522,55
317,male,20-30,9,PH,20,30,27,45.71306581,46
318,male,20-30,9,PH,20,30,21,77.59261951,78
319,male,20-30,9,PH,20,30,26,69.98511842,70
320,male,20-30,9,PH,20,30,27,74.68110768,75
321,male,20-30,9,PH,20,30,25,77.17747913,77
322,male,20-30,9,PH,20,30,26,99.91127614,100
323,male,20-30,9,PH,20,30,28,75.37466883,75
324,male,20-30,9,PH,20,30,22,70.27911497,70
325,male,20-30,9,PH,20,30,30,53.67280027,54
326,male,20-30,9,PH,20,30,30,80.87561558,81
327,male,20-30,9,PH,20,30,20,67.78900249,68
328,male,20-30,9,PH,20,30,28,69.92928458,70
329,male,20-30,9,PH,20,30,21,61.48087623,61
330,male,20-30,9,PH,20,30,24,25.16542002,25
331,male,20-30,9,PH,20,30,20,60.16190211,60
332,male,20-30,9,PH,20,30,21,73.3362589,73
333,male,20-30,9,PH,20,30,24,87.46689851,87
334,male,20-30,9,PH,20,30,26,58.85443821,59
335,male,20-30,9,PH,20,30,21,90.96947176,91
336,male,20-30,9,PH,20,30,22,31.69923951,32
337,male,20-30,9,PH,20,30,22,41.5265208,42
338,male,20-30,9,PH,20,30,22,48.08011435,48
339,male,20-30,9,PH,20,30,30,83.70238564,84
340,female,31-40,9,PH,31,40,33,64.83022829,65
341,female,31-40,9,PH,31,40,36,51.07618806,51
342,female,31-40,9,PH,31,40,39,62.41195113,62
343,female,31-40,9,PH,31,40,31,69.04935731,69
344,female,31-40,9,PH,31,40,32,26.44057945,26
345,female,31-40,9,PH,31,40,32,52.98769011,53
346,female,31-40,9,PH,31,40,37,75.724759,76
347,female,31-40,9,PH,31,40,39,41.95435644,42
348,female,31-40,9,PH,31,40,35,72.84592851,73
349,female,31-40,9,PH,31,40,33,31.04264766,31
350,female,31-40,9,PH,31,40,38,72.22641815,72
351,female,31-40,9,PH,31,40,38,55.3106665,55
352,female,31-40,9,PH,31,40,36,35.47951858,35
353,female,31-40,9,PH,31,40,38,76.14287295,76
354,female,31-40,9,PH,31,40,34,80.227851,80
355,female,31-40,9,PH,31,40,36,43.74796613,44
356,female,31-40,9,PH,31,40,38,69.09059557,69
357,female,31-40,9,PH,31,40,33,62.39614691,62
358,female,31-40,9,PH,31,40,40,45.29875971,45
359,female,31-40,9,PH,31,40,34,59.88812288,60
360,female,31-40,9,PH,31,40,40,63.44341964,63
361,female,31-40,9,PH,31,40,37,47.99248908,48
362,female,31-40,9,PH,31,40,31,37.04534927,37
363,female,31-40,9,PH,31,40,31,49.34322045,49
364,female,31-40,9,PH,31,40,38,65.11192243,65
365,female,31-40,9,PH,31,40,35,70.6575432,71
366,female,31-40,9,PH,31,40,31,39.92833068,40
367,female,31-40,9,PH,31,40,33,63.50433212,64
368,female,31-40,9,PH,31,40,38,80.38514912,80
369,female,31-40,9,PH,31,40,39,86.19552102,86
370,female,31-40,9,PH,31,40,31,55.14901687,55
371,female,31-40,9,PH,31,40,36,65.18569961,65
372,female,31-40,9,PH,31,40,35,71.58679848,72
373,female,31-40,9,PH,31,40,35,86.79472482,87
374,female,31-40,9,PH,31,40,31,50.25360252,50
375,female,31-40,9,PH,31,40,31,51.74089354,52
376,female,31-40,9,PH,31,40,31,68.84500849,69
377,female,31-40,9,PH,31,40,39,60.34538743,60
378,female,31-40,9,PH,31,40,37,74.79177389,75
379,female,31-40,9,PH,31,40,40,69.63023017,70
380,female,31-40,9,PH,31,40,34,22.85759051,23
381,female,31-40,9,PH,31,40,38,82.07145178,82
382,female,31-40,9,PH,31,40,38,38.82130405,39
383,female,31-40,9,PH,31,40,33,87.38290568,87
384,female,31-40,9,PH,31,40,31,78.87072462,79
385,female,31-40,9,PH,31,40,38,72.0946045,72
386,female,31-40,9,PH,31,40,31,58.36493248,58
387,female,31-40,9,PH,31,40,34,70.98198521,71
388,female,31-40,9,PH,31,40,34,60.25052274,60
389,female,31-40,9,PH,31,40,31,52.59763164,53
390,female,31-40,9,PH,31,40,35,55.10753482,55
391,female,31-40,9,PH,31,40,40,67.43221436,67
392,female,31-40,9,PH,31,40,40,90.84445611,91
393,female,31-40,9,PH,31,40,38,37.63070073,38
394,female,31-40,9,PH,31,40,32,48.77176255,49
395,female,31-40,9,PH,31,40,39,69.74851655,70
396,female,31-40,9,PH,31,40,40,55.05473802,55
397,female,31-40,9,PH,31,40,38,78.04361833,78
398,female,31-40,9,PH,31,40,32,110.9287808,100
399,female,31-40,9,PH,31,40,40,58.97307908,59
400,female,31-40,9,PH,31,40,38,43.89129659,44
401,female,31-40,9,PH,31,40,34,34.76728909,35
402,female,31-40,9,PH,31,40,35,44.03201776,44
403,female,31-40,9,PH,31,40,36,66.85526042,67
404,female,31-40,9,PH,31,40,31,56.1784239,56
405,female,31-40,9,PH,31,40,34,91.29079072,91
406,female,31-40,9,PH,31,40,39,17.08957335,17
407,female,31-40,9,PH,31,40,37,88.19445705,88
408,female,31-40,9,PH,31,40,37,45.15668474,45
409,female,31-40,9,PH,31,40,39,90.80391575,91
410,female,31-40,9,PH,31,40,37,106.4374954,100
411,female,31-40,9,PH,31,40,32,79.38954621,79
412,female,31-40,9,PH,31,40,32,45.50590983,46
413,female,31-40,9,PH,31,40,36,37.49450481,37
414,female,31-40,9,PH,31,40,35,54.13837837,54
415,female,31-40,9,PH,31,40,33,86.76705045,87
416,female,31-40,9,PH,31,40,39,86.0897529,86
417,female,31-40,9,PH,31,40,39,34.93665126,35
418,female,31-40,9,PH,31,40,31,30.39076194,30
419,female,31-40,9,PH,31,40,36,86.09825152,86
420,female,31-40,9,PH,31,40,34,98.80503602,99
421,female,31-40,9,PH,31,40,35,80.5670615,81
422,female,31-40,9,PH,31,40,37,24.20762562,24
423,female,31-40,9,PH,31,40,32,88.48625627,88
424,female,31-40,9,PH,31,40,40,66.54512256,67
425,female,31-40,9,PH,31,40,34,60.41963058,60
426,female,31-40,9,PH,31,40,31,40.34984621,40
427,female,31-40,9,PH,31,40,32,45.94483947,46
428,female,31-40,9,PH,31,40,31,83.92449109,84
429,female,31-40,9,PH,31,40,33,31.19553964,31
430,female,31-40,9,PH,31,40,33,69.14118916,69
431,female,31-40,9,PH,31,40,38,44.914389,45
432,female,31-40,9,PH,31,40,32,62.60352525,63
433,female,31-40,9,PH,31,40,31,76.90408446,77
434,female,31-40,9,PH,31,40,33,87.22715509,87
435,female,31-40,9,PH,31,40,33,65.85125696,66
436,female,31-40,9,PH,31,40,38,66.69361708,67
437,female,31-40,9,PH,31,40,35,51.1882228,51
438,female,31-40,9,PH,31,40,38,60.4978875,60
439,female,31-40,9,PH,31,40,34,28.33382181,28
440,female,31-40,9,PH,31,40,40,39.90940486,40
441,female,31-40,9,PH,31,40,34,42.18921018,42
442,female,31-40,9,PH,31,40,38,58.70972709,59
443,female,31-40,9,PH,31,40,33,51.30911467,51
444,female,31-40,9,PH,31,40,35,83.31412433,83
445,female,31-40,9,PH,31,40,37,63.14564297,63
446,female,31-40,9,PH,31,40,31,63.95403949,64
447,female,31-40,9,PH,31,40,32,41.52904373,42
448,female,31-40,9,PH,31,40,32,74.27503708,74
449,female,31-40,9,PH,31,40,40,96.47311389,96
450,female,31-40,9,PH,31,40,39,45.10464089,45
451,female,31-40,9,PH,31,40,35,85.39247801,85
452,female,31-40,9,PH,31,40,40,44.46666463,44
453,female,31-40,9,PH,31,40,35,36.99351962,37
454,female,31-40,9,PH,31,40,39,82.21062323,82
455,female,31-40,9,PH,31,40,36,69.67460125,70
456,female,31-40,9,PH,31,40,35,66.33945149,66
457,female,31-40,9,PH,31,40,38,49.88615191,50
458,female,31-40,9,PH,31,40,39,53.24626815,53
459,female,31-40,9,PH,31,40,37,38.01360889,38
460,female,31-40,9,PH,31,40,34,79.35909769,79
461,female,31-40,9,PH,31,40,31,55.47019739,55
462,female,31-40,9,PH,31,40,33,76.38111724,76
463,female,31-40,9,PH,31,40,40,61.37344637,61
464,female,31-40,9,PH,31,40,31,62.13175111,62
465,female,31-40,9,PH,31,40,35,60.18135157,60
466,female,31-40,9,PH,31,40,39,69.57511942,70
467,female,31-40,9,PH,31,40,37,48.30879942,48
468,female,31-40,9,PH,31,40,34,33.0785436,33
469,female,31-40,9,PH,31,40,40,99.9144761,100
470,female,31-40,9,PH,31,40,35,77.2158278,77
471,female,31-40,9,PH,31,40,33,81.58194495,82
472,female,31-40,9,PH,31,40,40,58.06807599,58
473,female,31-40,9,PH,31,40,37,72.585121,73
474,female,31-40,9,PH,31,40,33,64.54455365,65
475,female,31-40,9,PH,31,40,36,74.08153817,74
476,female,31-40,9,PH,31,40,33,61.23343252,61
477,female,31-40,9,PH,31,40,37,44.73809174,45
478,female,31-40,9,PH,31,40,38,119.0242995,100
479,female,31-40,9,PH,31,40,34,57.93565055,58
480,female,31-40,9,PH,31,40,37,39.00378721,39
481,female,31-40,9,PH,31,40,39,59.08336833,59
482,female,31-40,9,PH,31,40,36,91.17103978,91
483,female,31-40,9,PH,31,40,40,83.45247944,83
484,female,31-40,9,PH,31,40,37,65.47525658,65
485,female,31-40,9,PH,31,40,39,64.74981796,65
486,female,31-40,9,PH,31,40,39,23.71613327,24
487,female,31-40,9,PH,31,40,38,46.63763858,47
488,female,31-40,9,PH,31,40,31,40.63119715,41
489,female,31-40,9,PH,31,40,40,79.42716735,79
490,female,31-40,9,PH,31,40,38,53.2957489,53
491,female,31-40,9,PH,31,40,33,42.54740039,43
492,female,31-40,9,PH,31,40,36,69.27455836,69
493,female,31-40,9,PH,31,40,38,92.17046795,92
494,female,31-40,9,PH,31,40,31,56.43179548,56
495,female,31-40,9,PH,31,40,36,66.71506902,67
496,female,31-40,9,PH,31,40,40,66.43371633,66
497,female,31-40,9,PH,31,40,36,69.21833903,69
498,female,31-40,9,PH,31,40,40,47.91446515,48
499,female,31-40,9,PH,31,40,36,81.3877812,81
500,female,31-40,9,PH,31,40,32,61.53440076,62
501,female,31-40,9,PH,31,40,36,79.67293336,80
502,female,31-40,9,PH,31,40,34,100.0616632,100
503,female,31-40,9,PH,31,40,34,36.1116355,36
504,female,31-40,9,PH,31,40,38,62.26314089,62
505,male,31-40,9,PH,31,40,40,45.25094263,45
506,male,31-40,9,PH,31,40,36,89.8317182,90
507,male,31-40,9,PH,31,40,31,50.43214175,50
508,male,31-40,9,PH,31,40,39,87.92750724,88
509,male,31-40,9,PH,31,40,40,62.62729653,63
510,male,31-40,9,PH,31,40,35,61.58491203,62
511,male,31-40,9,PH,31,40,38,63.5399081,64
512,male,31-40,9,PH,31,40,36,63.70633867,64
513,male,31-40,9,PH,31,40,33,61.19893629,61
514,male,31-40,9,PH,31,40,37,87.80060062,88
515,male,31-40,9,PH,31,40,32,52.56318533,53
516,male,31-40,9,PH,31,40,39,58.01912399,58
